Address,City,ZIP,Distance,TravelTime,Lat,Long
1211 Doyle Cir., Santa Clara, CA 95054 ,10533,1129,37.3969875,-121.9531837
1070 Byerley Ave., San Jose, CA 95125 ,9089,1354,37.296218,-121.8908178
13459 Briar Ct., Saratoga, CA 95070 ,7943,994,37.2727648,-122.0255608
13459 Briar Ct., Saratoga, CA 95070 ,7943,994,37.2727648,-122.0255608
5808 Trowbridge Way, San Jose, CA 95138 ,24980,2386,37.2743728,-121.7544407
5808 Trowbridge Way, San Jose, CA 95138 ,24980,2386,37.2743728,-121.7544407
2746 Trovata Ct., San Jose, CA 95135 ,23390,2238,37.291424,-121.7631298
11 Paterson Pl., Santa Clara, CA 95050 ,3896,607,37.3258152,-121.9530727
1062 Happy Valley Ave., San Jose, CA 95129 ,2649,400,37.307234,-121.9905409
3501 Joseph Sorci Pl., San Jose, CA 95148 ,22261,2252,37.3186867,-121.7687247
1641 Tiber Ct., San Jose, CA 95138 ,24235,2281,37.272449,-121.7740955
1641 Tiber Ct., San Jose, CA 95138 ,24235,2281,37.272449,-121.7740955
1620 Geist Ct., San Jose, CA 95132 ,23802,2003,37.4142634,-121.844196
1620 Geist Ct., San Jose, CA 95132 ,23802,2003,37.4142634,-121.844196
5627 Drysdale Dr., San Jose, CA 95124 ,17180,1464,37.2354795,-121.9078595
5627 Drysdale Dr., San Jose, CA 95124 ,17180,1464,37.2354795,-121.9078595
7476 Kingsbury Pl., Cupertino, CA 95014 ,12758,933,37.3031586,-122.0362115
2083 Barrett Ave., San Jose, CA 95124 ,13696,1187,37.2557708,-121.9341318
2083 Barrett Ave., San Jose, CA 95124 ,13696,1187,37.2557708,-121.9341318
20442 Pierce Rd., Saratoga, CA 95070 ,7848,909,37.2821094,-122.0309179
13409 Sterling Oak Ct, Saratoga, CA 95070 ,6054,814,37.2726428,-121.9951417
14230 Lutheria Way, Saratoga, CA 95070 ,8242,985,37.2615575,-122.026377
5686 Country Club Pkwy., San Jose, CA 95138 ,24506,2298,37.2715592,-121.768302
12233 Atrium Cir., Saratoga, CA 95070 ,13056,976,37.290934,-122.0315647
146 Paseo Ct., Mountain View, CA 94043 ,16859,987,37.390157,-122.0585633
655 Dunholme Way, Sunnyvale, CA 94087 ,7415,731,37.3448533,-122.0234771
20925 Garden Gate Dr., Cupertino, CA 95014 ,10153,641,37.3270177,-122.0400046
20553 Montalvo Ln., Saratoga, CA 95070 ,10545,1250,37.2467276,-122.0309966
1164 Regia Ct., Sunnyvale, CA 94087-2411 ,9407,808,37.3553403,-122.0405506
5555 Castle Glen Ave., San Jose, CA 95129 ,4616,597,37.3027715,-122.0016305
1422 Rosalie Dr., Santa Clara, CA 95050 ,4304,663,37.3504964,-121.9659285
15521 Glen Una Dr., Los Gatos, CA 95030 ,10383,1179,37.2426659,-122.0202325
11803 Trinity Spring Ct., Cupertino, CA 95014 ,13884,1072,37.2955775,-122.0422283
10149 S Tantau Ave., Cupertino, CA 95014 ,3596,484,37.3207407,-122.0064834
1025 Crooked Creek Dr., Los Altos, CA 94024 ,12338,858,37.3462254,-122.0869398
1025 Crooked Creek Dr., Los Altos, CA 94024 ,12338,858,37.3462254,-122.0869398
20553 Montalvo Ln., Saratoga, CA 95070 ,10545,1250,37.2467276,-122.0309966
5555 Castle Glen Ave., San Jose, CA 95129 ,4616,597,37.3027715,-122.0016305
745 Rockwood Dr., San Jose, CA 95129 ,1268,310,37.3137317,-121.9817376
30 Maynard Way, Los Altos, CA 94022 ,18936,1097,37.3889498,-122.1152739
15250 Sobey Rd., Saratoga, CA 95070 ,9327,1066,37.246425,-122.0004362
12239 Atrium Cir., Saratoga, CA 95070 ,13063,978,37.2909339,-122.0314855
1580 Shirley Ave., Los Altos, CA 94024 ,14860,775,37.3518323,-122.1017914
2214 Riordan Dr., San Jose, CA 95130 ,5211,846,37.2818075,-121.9840973
1910 Noel Dr., Los Altos, CA 94024 ,11345,704,37.3440872,-122.0788208
149 Linden Ave, Atherton, CA 94027 ,32207,1895,37.4678388,-122.1835894
1209 Bellair Way, Menlo Park, CA 94025 ,29582,1332,37.4302914,-122.2052435
120 North Castanya Way, Portola Valley, CA 94028 ,25364,1141,37.4008255,-122.1954077
22385 Santa Paula Ave., Cupertino, CA 95014 ,11473,730,37.31558,-122.0664981
5256 Kensington Way, San Jose, CA 95124 ,14499,1314,37.2424915,-121.9275656
11681 Timber Spring Ct., Cupertino, CA 95014 ,13890,1126,37.2979093,-122.0481412
11681 Timber Spring Ct., Cupertino, CA 95014 ,13890,1126,37.2979093,-122.0481412
1144 Fife Ave, Palo Alto, CA 94301 ,26740,1370,37.4515547,-122.1485055
4471 Jacksol Dr., San Jose, CA 95124 ,9254,1148,37.2552827,-121.9404058
2721 Barclay Way, Belmont, CA 94002 ,47015,2183,37.5164605,-122.3108059
13818 Saratoga Ave., Saratoga, CA 95070 ,7342,895,37.2674856,-122.0200131
498 Cypress Ave., San Jose, CA 95117 ,3195,519,37.3188873,-121.9597823
3306 Morning View Ter., Fremont, CA 94539 ,30839,2051,37.4737468,-121.896249
PO Box 51031, San Jose, CA 95151 ,15581,1562,37.3223022,-121.8258629
12268 Farr Ranch Rd., Saratoga, CA 95070 ,13998,1061,37.2901615,-122.0421537
12268 Farr Ranch Rd., Saratoga, CA 95070 ,13998,1061,37.2901615,-122.0421537
1688 Pebble Beach Ct., Milpitas, CA 95035 ,28267,2069,37.4588884,-121.8786324
43654 Southerland Way, Fremont, CA 94539 ,30124,2174,37.5207112,-121.9335865
22121 Lindy Ln., Cupertino, CA 95014 ,12951,1120,37.3036059,-122.0620113
250 Edgewater Dr., Milpitas, CA 95035 ,19492,1702,37.437517,-121.9023445
264 Edgewater Dr., Milpitas, CA 95035 ,19432,1690,37.4372847,-121.9018709
4654 Hill Top View Ln., San Jose, CA 95138 ,22367,2165,37.2871348,-121.7935414
20361 Via Napoli, Cupertino, CA 95014 ,6980,629,37.3364325,-122.030083
536 S. El Monte Ave., Los Altos, CA 94022 ,17088,907,37.3734647,-122.1082877
5075 Moorpark Ave, San Jose, CA 95129 ,2394,383,37.3102163,-121.991636
20435 Franklin Ave., Saratoga, CA 95070 ,8569,1074,37.2707176,-122.0308731
1611 Lewiston Dr., Sunnyvale, CA 94087 ,8014,715,37.3400859,-122.0471276
4534 Alex Dr., San Jose, CA 95130 ,5201,827,37.2797472,-121.9810435
1160 Camino Pablo, San Jose, CA 95125 ,8007,1078,37.3045901,-121.9067799
10591 Wunderlich Dr., Cupertino, CA 95014 ,3689,434,37.3141824,-122.0006773
5 James Ave., Atherton, CA 94027 ,32214,1862,37.4673838,-122.1874578
15720 Glen Una Dr., Los Gatos, CA 95030 ,10701,1226,37.2400446,-122.0210361
15070 Oriole Rd., Saratoga, CA 95070 ,9423,1076,37.2493223,-122.0113069
964 Harriet Ave., Campbell, CA 95008 ,5640,777,37.2721885,-121.9764953
26050 Newbridge Dr., Los Altos Hills, CA 94022 ,18792,1123,37.3757045,-122.1324846
20599 Wardell Rd., Saratoga, CA 95070 ,7978,917,37.2838398,-122.0341466
14904 Sobey Rd., Saratoga, CA 95070 ,8628,1040,37.2531837,-122.0008896
18175 Rodeo Creek Hollow, Saratoga, CA 95070 ,9195,1047,37.2773323,-122.0335368
26050 Newbridge Dr., Los Altos Hills, CA 94022 ,18792,1123,37.3757045,-122.1324846
21266 Sarahills Dr., Saratoga, CA 95070 ,10286,1124,37.2690856,-122.0436437
126 Calle Estoria, Los Gatos, CA 95032 ,8582,1116,37.2627692,-121.9803648
20804 Fargo Dr., Cupertino, CA 95014 ,7468,640,37.3288744,-122.0378238
3351 Belmont Ter., Fremont, CA 94539 ,32331,2171,37.4861257,-121.9035231
21661 Lindy Ln., Cupertino, CA 95014 ,11771,944,37.302623,-122.0542481
3826 Shasta Dr., Santa Clara, CA 95051 ,4220,479,37.3330315,-122.0025603
3351 Belmont Ter., Fremont, CA 94539 ,32331,2171,37.4861257,-121.9035231
1550 S. Mary Ave., Sunnyvale, CA 94087 ,8597,815,37.3429636,-122.0499926
47700 Avalon Heights Ter., Fremont, CA 94539 ,32300,2153,37.4875402,-121.9025228
45752 Stanford Ct., Fremont, CA 94539 ,26271,1887,37.5019283,-121.9176616
14742 Eastview Dr., Los Gatos, CA 95032 ,13797,1125,37.2543237,-121.9727791
5915 W Walbrook Dr, San Jose, CA 95129 ,5493,690,37.2994081,-122.0085148
10630 Tuggle Pl., Cupertino, CA 95014 ,4045,515,37.3134682,-122.0037133
452 Saratoga Ave #102, San Jose, CA 95129 ,626,194,37.318843,-121.9734286
10472 Lockwood Dr. # A, Cupertino, CA 95014 ,11620,756,37.3162823,-122.0722212
14575 Horseshoe Dr., Saratoga, CA 95070 ,9968,1144,37.2560748,-122.0229544
20801 Canyon View Dr., Saratoga, CA 95070 ,10632,1140,37.2620959,-122.0368968
2134 Talia Ave., Santa Clara, CA 95050 ,3050,575,37.3353693,-121.9549212
12146 Plumas Dr., Saratoga, CA 95070 ,7860,918,37.2925875,-122.0236629
12146 Plumas Dr., Saratoga, CA 95070 ,7860,918,37.2925875,-122.0236629
79 Oak St., Los Altos, CA 94022 ,18587,1025,37.3826664,-122.118607
1781 Whispering Willow Pl., San Jose, CA 95125 ,8915,1063,37.2917988,-121.9118504
15301 Peach Hill Rd., Saratoga, CA 95070 ,10349,1210,37.2462922,-122.0247287
13591 Saratoga Vista Ave., Saratoga, CA 95070 ,8099,1006,37.2707374,-122.025589
20897 Elenda Dr., Cupertino, CA 95014 ,10291,681,37.3261107,-122.0394813
1916 Worthington Cir., Santa Clara, CA 95050 ,4039,635,37.3261323,-121.9543736
21555 Monrovia St., Cupertino, CA 95014 ,11739,951,37.302,-122.0520239
6362 Tucker Dr., San Jose, CA 95129 ,6327,738,37.299672,-122.0165724
13365 Ronnie Way, Saratoga, CA 95070 ,6496,841,37.2741734,-122.0078698
1398 De Falco Way, San Jose, CA 95131 ,14859,1585,37.3765767,-121.8853269
1369 Turnstone Way, Sunnyvale, CA 94087 ,6181,662,37.3496601,-122.0016131
105 Sondgroth Way, Mt. View, CA 94040 ,21950,1296,37.4056493,-122.1066797
5878 W Walbrook Dr., San Jose, CA 95129 ,5432,674,37.299179,-122.0078855
1075 Danburry Dr., San Jose, CA 95129 ,5860,690,37.306739,-122.0195757
5863 Friar way, San Jose, CA 95129 ,4715,552,37.3050752,-122.0053859
5102 Glentree Dr., San Jose, CA 95129 ,2391,416,37.3115328,-121.992585
